Year,Month,Rainfall,LTA,rainfall_annn0maly,STDIV,SPI,drought_occurrence,drought_severity,Lat,Lon,elev,Station_name
2022,Jan,40,108.13,-107.83,77.57,-1.39,1,1,-19.1,18.79,1160.201373,Wilde
2022,Jan,0.3,108.13,-102.13,77.55,-1.32,1,1,-18.06,13.84,1160.201373,Opuwo ADC
2022,Jan,6,108.13,-61.73,77.48,-0.8,0,0,-18.12,14.32,1198,Omakange ADC
2022,Jan,46.4,108.13,-0.23,77.42,0,0,0,-18.17,15.44,1097,Onkani ADC
2022,Jan,107.9,108.13,6.67,77.4,0.09,0,0,-18.19,16.38,1098,Onankali ADC
2022,Jan,114.8,108.13,-90.13,77.4,-1.16,1,1,-18.81,16.94,1160.201373,Namutoni
2022,Jan,18,108.13,-103.13,77.4,-1.33,1,1,-18.08,16.53,1101,Onyuulaye ADC
2022,Jan,5,108.13,28.07,77.35,0.36,0,0,-18.41,16.64,1099,Okashana ADC
2022,Jan,136.2,108.13,96.97,77.28,1.25,0,0,-18.49,17.06,1117,King Kauluma ADC
2022,Jan,205.1,108.13,177.87,77.28,2.3,0,0,-18.47,17.34,1143,Okapya LDC
2022,Jan,286,108.13,-48.63,77.19,-0.63,0,0,-18.86,18.13,1160.201373,Choantsas
2022,Jan,59.5,108.13,134.87,76.91,1.75,0,0,-18.79,18.93,1160.201373,Mururani
2022,Jan,243,108.13,110.77,76.91,1.44,0,0,-18.2,19.48,1166,Ncamagoro ADC
2022,Jan,218.9,108.13,-84.63,76.74,-1.1,1,1,-18.37,19.83,1099,Ncaute ADC
2022,Jan,23.5,108.13,-31.83,76.64,-0.42,0,0,-17.89,15.07,1109,Okahao ADC
2022,Jan,76.3,108.13,-83.93,76.6,-1.1,1,1,-17.65,15.47,1105,Oshikuku ADC
2022,Jan,24.2,108.13,-89.53,76.6,-1.17,1,1,-17.86,13.03,1180,Etanga ADC
